S.No.,"Date of
Encashment",Name of the Political Party,Denomination
6692,14-Jul-21,BHARTIYA JANTA PARTY,1000000
6693,14-Jul-21,BHARTIYA JANTA PARTY,1000000
6694,14-Jul-21,BHARTIYA JANTA PARTY,1000000
6695,14-Jul-21,BHARTIYA JANTA PARTY,1000000
6696,14-Jul-21,BHARTIYA JANTA PARTY,1000000
6697,14-Jul-21,BHARTIYA JANTA PARTY,1000000
6698,14-Jul-21,BHARTIYA JANTA PARTY,1000000
6699,14-Jul-21,BHARTIYA JANTA PARTY,1000000
6700,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6701,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6702,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6703,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6704,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6705,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6706,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6707,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6708,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6709,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6710,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6711,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6712,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6713,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6714,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6715,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6716,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6717,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6718,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6719,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6720,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6721,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6722,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6723,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6724,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6725,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6726,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6727,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6728,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6729,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6730,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6731,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6732,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6733,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6734,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6735,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6736,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6737,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6738,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6739,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6740,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6741,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6742,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6743,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6744,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6745,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6746,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6747,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6748,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6749,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6750,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6751,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6752,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6753,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6754,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6755,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6756,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6757,15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6758,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6759,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6760,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6761,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6762,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6763,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6764,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6765,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6766,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6767,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6768,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6769,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6770,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6771,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6772,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6773,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6774,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6775,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6776,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6777,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6778,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6779,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6780,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6781,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6782,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6783,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6784,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6785,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6786,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6787,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6788,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6789,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6790,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6791,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6792,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6793,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6794,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6795,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6796,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6797,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6798,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6799,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6800,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6801,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6802,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6803,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6804,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6805,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6806,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6807,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6808,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6809,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6810,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6811,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000
6812,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,100000
6813,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6814,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6815,16-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6816,17-Jul-21,BHARTIYA JANTA PARTY,10000000
6817,17-Jul-21,BHARTIYA JANTA PARTY,10000000
6818,17-Jul-21,BHARTIYA JANTA PARTY,10000000
6819,19-Jul-21,AAM AADMI PARTY,100000
6820,19-Jul-21,AAM AADMI PARTY,1000000
6821,19-Jul-21,AAM AADMI PARTY,1000000
6822,19-Jul-21,AAM AADMI PARTY,100000
6823,19-Jul-21,AAM AADMI PARTY,100000
6824,19-Jul-21,AAM AADMI PARTY,100000
6825,19-Jul-21,AAM AADMI PARTY,100000
6826,23-Jul-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6827,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6828,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6829,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6830,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6831,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6832,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6833,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6834,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6835,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6836,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6837,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6838,5-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6839,7-Oct-21,BIJU JANATA DAL,10000000
6840,7-Oct-21,BIJU JANATA DAL,10000000
6841,7-Oct-21,BIJU JANATA DAL,10000000
6842,7-Oct-21,BIJU JANATA DAL,10000000
6843,7-Oct-21,BIJU JANATA DAL,10000000
6844,7-Oct-21,BIJU JANATA DAL,10000000
6845,7-Oct-21,BIJU JANATA DAL,10000000
6846,7-Oct-21,BIJU JANATA DAL,10000000
6847,7-Oct-21,BIJU JANATA DAL,10000000
6848,7-Oct-21,BIJU JANATA DAL,10000000
6849,7-Oct-21,BIJU JANATA DAL,10000000
6850,7-Oct-21,BIJU JANATA DAL,10000000
6851,7-Oct-21,BIJU JANATA DAL,10000000
6852,7-Oct-21,BIJU JANATA DAL,10000000
6853,7-Oct-21,BIJU JANATA DAL,10000000
6854,7-Oct-21,BIJU JANATA DAL,10000000
6855,7-Oct-21,BIJU JANATA DAL,10000000
6856,7-Oct-21,BIJU JANATA DAL,10000000
6857,7-Oct-21,BIJU JANATA DAL,10000000
6858,7-Oct-21,BIJU JANATA DAL,10000000
6859,7-Oct-21,BIJU JANATA DAL,10000000
6860,7-Oct-21,BIJU JANATA DAL,10000000
6861,7-Oct-21,BIJU JANATA DAL,10000000
6862,7-Oct-21,BIJU JANATA DAL,10000000
6863,7-Oct-21,BIJU JANATA DAL,10000000
6864,7-Oct-21,BIJU JANATA DAL,10000000
6865,7-Oct-21,BIJU JANATA DAL,10000000
6866,7-Oct-21,BIJU JANATA DAL,10000000
6867,7-Oct-21,BIJU JANATA DAL,10000000
6868,7-Oct-21,BIJU JANATA DAL,10000000
6869,7-Oct-21,BIJU JANATA DAL,10000000
6870,7-Oct-21,BIJU JANATA DAL,10000000
6871,7-Oct-21,BIJU JANATA DAL,10000000
6872,7-Oct-21,BIJU JANATA DAL,10000000
6873,7-Oct-21,BIJU JANATA DAL,10000000
6874,7-Oct-21,BIJU JANATA DAL,10000000
6875,7-Oct-21,BIJU JANATA DAL,10000000
6876,7-Oct-21,BIJU JANATA DAL,10000000
6877,7-Oct-21,BIJU JANATA DAL,10000000
6878,7-Oct-21,BIJU JANATA DAL,10000000
6879,7-Oct-21,BIJU JANATA DAL,10000000
6880,7-Oct-21,BIJU JANATA DAL,10000000
6881,7-Oct-21,BIJU JANATA DAL,10000000
6882,7-Oct-21,BIJU JANATA DAL,10000000
6883,7-Oct-21,BIJU JANATA DAL,10000000
6884,7-Oct-21,BIJU JANATA DAL,10000000
6885,7-Oct-21,BIJU JANATA DAL,10000000
6886,7-Oct-21,BIJU JANATA DAL,10000000
6887,7-Oct-21,BIJU JANATA DAL,10000000
6888,7-Oct-21,BIJU JANATA DAL,10000000
6889,7-Oct-21,BIJU JANATA DAL,10000000
6890,7-Oct-21,BIJU JANATA DAL,10000000
6891,7-Oct-21,BIJU JANATA DAL,10000000
6892,7-Oct-21,BIJU JANATA DAL,10000000
6893,7-Oct-21,BIJU JANATA DAL,10000000
6894,7-Oct-21,BIJU JANATA DAL,10000000
6895,7-Oct-21,BIJU JANATA DAL,10000000
6896,7-Oct-21,BIJU JANATA DAL,10000000
6897,7-Oct-21,BIJU JANATA DAL,10000000
6898,7-Oct-21,BIJU JANATA DAL,10000000
6899,7-Oct-21,BIJU JANATA DAL,10000000
6900,7-Oct-21,BIJU JANATA DAL,10000000
6901,7-Oct-21,BIJU JANATA DAL,10000000
6902,7-Oct-21,BIJU JANATA DAL,10000000
6903,7-Oct-21,BIJU JANATA DAL,10000000
6904,7-Oct-21,BIJU JANATA DAL,10000000
6905,7-Oct-21,BIJU JANATA DAL,10000000
6906,7-Oct-21,BIJU JANATA DAL,10000000
6907,7-Oct-21,BIJU JANATA DAL,10000000
6908,7-Oct-21,BIJU JANATA DAL,10000000
6909,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6910,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6911,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
6912,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6913,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6914,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6915,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6916,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6917,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6918,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6919,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
6920,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6921,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6922,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6923,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6924,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6925,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6926,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6927,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
6928,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6929,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6930,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6931,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6932,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6933,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6934,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6935,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
6936,7-Oct-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
6937,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6938,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6939,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6940,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6941,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6942,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6943,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6944,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6945,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6946,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6947,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6948,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6949,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6950,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6951,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6952,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6953,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6954,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6955,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6956,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6957,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6958,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6959,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6960,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6961,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6962,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6963,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6964,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6965,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6966,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6967,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6968,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6969,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6970,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6971,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6972,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6973,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6974,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6975,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6976,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6977,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6978,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6979,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6980,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6981,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6982,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6983,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
6984,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6985,8-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
6986,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6987,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6988,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6989,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6990,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6991,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6992,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6993,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6994,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6995,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6996,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6997,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6998,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
6999,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7000,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7001,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7002,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7003,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7004,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7005,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7006,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7007,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7008,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7009,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7010,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7011,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7012,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7013,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7014,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7015,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7016,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7017,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7018,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7019,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7020,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7021,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7022,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7023,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7024,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7025,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7026,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7027,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7028,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7029,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7030,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7031,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7032,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7033,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7034,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7035,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7036,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7037,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7038,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7039,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7040,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7041,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7042,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7043,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7044,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7045,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7046,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7047,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7048,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7049,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7050,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7051,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7052,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7053,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7054,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7055,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7056,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7057,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7058,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7059,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7060,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7061,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7062,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7063,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7064,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7065,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7066,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7067,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7068,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7069,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7070,8-Oct-21,BHARAT RASHTRA SAMITHI,10000000
7071,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7072,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7073,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7074,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7075,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7076,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7077,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7078,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,100000
7079,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,100000
7080,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7081,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7082,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7083,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7084,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7085,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7086,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7087,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7088,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,1000000
7089,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7090,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7091,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7092,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
7093,11-Oct-21,ALL INDIA TRINAMOOL CONGRESS,10000000
